Case_ID,Product,Folder,Language,Ground_Truth_Category,Primary_Category,Secondary_Categories,Abstained,Primary_Evidence_Strength,Dominant_Mechanism,Ranked_Categories,Top1_Prediction,Top2_Predictions,Top1_Correct,Top2_Correct,Mis_Status,Mis_Strength,Mis_Col_Anchor_Break_px,Mis_Residual_Disp_px,Mis_Direction_Coherence,Ov_Status,Ov_Strength,Ov_Total_Intersection_Area_px2,Ov_Max_Horizontal_Intrusion_px,Ov_Max_Vertical_Intrusion_px,Tr_Status,Tr_Strength,Tr_Verified_Ellipsis_Count,Tr_Max_Overflow_px,Tr_Container_Accommodated_Count,Un_Status,Un_Strength,Un_Genuine_Untrans_Strings,Un_Total_Latin_Words,Un_Tech_Brand_Tokens,HK_Status,HK_Strength,GT_is_Primary,GT_is_Secondary,GT_Evidence_Present,GT_Evidence_Strength,GT_Evidence_Absent,GT_Visually_Unsupported,Error_Bucket,Failure_Domain,Why_Another_Won,Competing_Evidence_Nature,Causal_Explanation
89,Civil3d,Civil3d-02,CHS,Untranslation,Overlapping,Untranslation;Misalignment,False,1.0,"Geometric Boundary Collision (2840px² overlap area, 50.0px intrusion)",Untranslation;Overlapping;Misalignment;Truncation;Repeated hotkey,Overlapping,Overlapping;Untranslation,False,True,MODERATE_EVIDENCE,0.383,2.0,149.0,0.257,STRONG_EVIDENCE,0.591,2840,50,16,WEAK_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.75,5,5,1,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.75,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Overlapping generated higher continuous specificity (1.0) than Untranslation (0.75).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Overlapping (strength: 1.000) driven by Geometric Boundary Collision (2840px² overlap area, 50.0px intrusion). Causal Precedence: Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.533). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
90,Civil3d,Civil3d-07,JPN,Untranslation,Untranslation,,False,0.642,"Preserved User-Facing English Lexicon (1 untranslated strings, 2 Latin words)",Misalignment;Untranslation;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,True,True,MODERATE_EVIDENCE,0.295,13.0,64.0,0.131,WEAK_EVIDENCE,0.0,0,0,0,WEAK_EVIDENCE,0.0,0,0,1,STRONG_EVIDENCE,0.2,1,2,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.2,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 0.642) driven by Preserved User-Facing English Lexicon (1 untranslated strings, 2 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
91,Civil3d,Civil3d-08,DEU,Untranslation,Untranslation,,False,1.0,"Preserved User-Facing English Lexicon (20 untranslated strings, 52 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,True,True,MODERATE_EVIDENCE,0.327,45.0,57.43,0.254,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,20,52,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (20 untranslated strings, 52 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
92,Civil3d,Civil3d-11,ITA,Untranslation,Overlapping,Untranslation;Misalignment,False,1.0,"Geometric Boundary Collision (9022px² overlap area, 214.0px intrusion)",Overlapping;Untranslation;Misalignment;Truncation;Repeated hotkey,Overlapping,Overlapping;Untranslation,False,True,MODERATE_EVIDENCE,0.348,2.0,161.82,0.494,STRONG_EVIDENCE,1.0,9022,214,18,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,5,10,2,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Overlapping generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Overlapping (strength: 1.000) driven by Geometric Boundary Collision (9022px² overlap area, 214.0px intrusion). Causal Precedence: Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.415). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
93,Civil3d,Civil3d-24,KOR,Untranslation,Overlapping,,False,0.862,"Geometric Boundary Collision (1422px² overlap area, 41.0px intrusion)",Overlapping;Misalignment;Truncation;Untranslation;Repeated hotkey,Overlapping,Overlapping,False,False,WEAK_EVIDENCE,0.039,0.0,1.12,-0.28,STRONG_EVIDENCE,0.376,1422,41,18,MODERATE_EVIDENCE,0.0,0,0,0,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,False,False,False,0.0,True,False,WRONG_PRIMARY_GT_ABSENT,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Untranslation was completely absent from detected physical streams; Overlapping was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Overlapping (strength: 0.862) driven by Geometric Boundary Collision (1422px² overlap area, 41.0px intrusion). Causal Precedence: Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
94,Civil3d,Civil3d-25,JPN,Untranslation,Truncation,Untranslation;Misalignment;Overlapping,False,1.0,"Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 264px overflow)",Overlapping;Truncation;Untranslation;Misalignment;Repeated hotkey,Truncation,Truncation;Untranslation,False,True,STRONG_EVIDENCE,0.468,54.0,96.08,-0.159,STRONG_EVIDENCE,1.0,2245,369,14,STRONG_EVIDENCE,1.0,2,264,0,STRONG_EVIDENCE,1.0,11,21,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 264px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.609), Overlapping (strength: 0.549). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
95,Civil3d,Civil3d-31,CHT,Untranslation,Truncation,Untranslation,False,1.0,"Text Boundary Clipping / Localized Ellipsis (3 verified ellipsis, 0px overflow)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Truncation,Truncation;Untranslation,False,True,WEAK_EVIDENCE,0.03,1.0,10.2,0.519,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,3,0,0,STRONG_EVIDENCE,1.0,21,27,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (3 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
96,Civil3d,Civil3d-34,CHS,Untranslation,Overlapping,Untranslation;Misalignment,False,1.0,"Geometric Boundary Collision (15165px² overlap area, 398.0px intrusion)",Overlapping;Untranslation;Misalignment;Truncation;Repeated hotkey,Overlapping,Overlapping;Untranslation,False,True,MODERATE_EVIDENCE,0.43,32.0,48.27,0.021,STRONG_EVIDENCE,1.0,15165,398,28,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,6,25,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Overlapping generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Overlapping (strength: 1.000) driven by Geometric Boundary Collision (15165px² overlap area, 398.0px intrusion). Causal Precedence: Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.505). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
97,Civil3d,Civil3d-35,ESP,Untranslation,Misalignment,Overlapping;Untranslation,False,1.0,"Structural Column Grid Break (222.0px anchor break, 226.0px residual drift)",Misalignment;Untranslation;Overlapping;Truncation;Repeated hotkey,Misalignment,Misalignment;Overlapping,False,True,MODERATE_EVIDENCE,1.0,222.0,226.0,0.192,STRONG_EVIDENCE,0.544,1784,66,14,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,6,11,1,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Misalignment generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Misalignment (strength: 1.000) driven by Structural Column Grid Break (222.0px anchor break, 226.0px residual drift). Causal Precedence: Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Overlapping (strength: 1.000), Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
98,Inventor,Inventor-04,KOR,Untranslation,Truncation,Untranslation;Misalignment;Overlapping,False,1.0,"Text Boundary Clipping / Localized Ellipsis (3 verified ellipsis, 545px overflow)",Misalignment;Overlapping;Truncation;Untranslation;Repeated hotkey,Truncation,Truncation;Untranslation,False,True,STRONG_EVIDENCE,1.0,463.0,330.0,0.086,STRONG_EVIDENCE,1.0,29918,317,40,STRONG_EVIDENCE,1.0,3,545,0,STRONG_EVIDENCE,0.6,3,6,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.6,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (1.0) than Untranslation (0.6).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (3 verified ellipsis, 545px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.700), Overlapping (strength: 0.450). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
99,Inventor,Inventor-06,PTB,Untranslation,Truncation,Untranslation;Misalignment;Overlapping,False,1.0,"Text Boundary Clipping / Localized Ellipsis (11 verified ellipsis, 0px overflow)",Misalignment;Truncation;Untranslation;Overlapping;Repeated hotkey,Truncation,Truncation;Untranslation,False,True,STRONG_EVIDENCE,1.0,147.0,147.0,0.718,STRONG_EVIDENCE,0.911,3216,105,19,STRONG_EVIDENCE,1.0,11,0,0,STRONG_EVIDENCE,1.0,16,27,5,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (11 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.791), Overlapping (strength: 0.700). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
100,Inventor,Inventor-09,DEU,Untranslation,Truncation,Overlapping,False,0.33,"Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 0px overflow)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Truncation,Truncation;Overlapping,False,False,WEAK_EVIDENCE,0.099,12.0,12.17,0.709,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.15,1,1,4,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.15,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Untranslation was completely absent from detected physical streams; Truncation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Truncation (strength: 0.330) driven by Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 0px overflow). Coexisting secondary defect mechanisms preserved: Overlapping (strength: 0.268). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
101,Inventor,Inventor-13,RUS,Untranslation,Truncation,Untranslation,False,1.0,"Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 221px overflow)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Truncation,Truncation;Untranslation,False,True,WEAK_EVIDENCE,0.015,2.0,3.16,1.0,WEAK_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,0,221,0,STRONG_EVIDENCE,1.0,37,43,4,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 221px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
102,Inventor,Inventor-16,JPN,Untranslation,Untranslation,Overlapping;Truncation;Misalignment,False,1.0,"Preserved User-Facing English Lexicon (4 untranslated strings, 4 Latin words)",Truncation;Overlapping;Misalignment;Untranslation;Repeated hotkey,Untranslation,Untranslation;Overlapping,True,True,MODERATE_EVIDENCE,0.603,78.0,122.15,0.712,STRONG_EVIDENCE,0.646,2256,75,20,STRONG_EVIDENCE,1.0,0,278,0,STRONG_EVIDENCE,0.6,4,4,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.6,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (4 untranslated strings, 4 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Overlapping (strength: 0.851), Truncation (strength: 0.500), Misalignment (strength: 0.284). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
103,Inventor,Inventor-22,KOR,Untranslation,Misalignment,Overlapping;Untranslation,False,1.0,"Structural Column Grid Break (626.0px anchor break, 490.4px residual drift)",Misalignment;Overlapping;Untranslation;Truncation;Repeated hotkey,Misalignment,Misalignment;Overlapping,False,True,STRONG_EVIDENCE,1.0,626.0,490.37,0.053,STRONG_EVIDENCE,1.0,26809,190,43,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,11,20,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Misalignment generated higher continuous specificity (1.0) than Untranslation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Misalignment (strength: 1.000) driven by Structural Column Grid Break (626.0px anchor break, 490.4px residual drift). Causal Precedence: Causal Rule 2: Structural column grid break outranks downstream viewport edge clipping. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Overlapping (strength: 1.000), Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
104,Inventor,Inventor-23,KOR,Untranslation,Overlapping,Misalignment,False,0.884,"Geometric Boundary Collision (1329px² overlap area, 46.0px intrusion)",Overlapping;Misalignment;Truncation;Untranslation;Repeated hotkey,Overlapping,Overlapping;Misalignment,False,False,MODERATE_EVIDENCE,0.268,18.0,69.59,0.321,STRONG_EVIDENCE,0.389,1329,46,17,WEAK_EVIDENCE,0.0,0,0,0,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,False,False,False,0.0,True,False,WRONG_PRIMARY_GT_ABSENT,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Untranslation was completely absent from detected physical streams; Overlapping was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Overlapping (strength: 0.884) driven by Geometric Boundary Collision (1329px² overlap area, 46.0px intrusion). Causal Precedence: Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Misalignment (strength: 0.342). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
105,Vault,Vault-07,KOR,Untranslation,Untranslation,Truncation,False,1.0,"Preserved User-Facing English Lexicon (3 untranslated strings, 5 Latin words)",Truncation;Untranslation;Overlapping;Misalignment;Repeated hotkey,Untranslation,Untranslation;Truncation,True,True,MODERATE_EVIDENCE,0.11,1.0,40.51,0.055,STRONG_EVIDENCE,0.285,1039,32,16,STRONG_EVIDENCE,0.6,1,0,0,STRONG_EVIDENCE,0.55,3,5,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.55,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (3 untranslated strings, 5 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.650). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
106,Vault,Vault-10,CHS,Untranslation,Untranslation,Truncation,False,0.996,"Preserved User-Facing English Lexicon (2 untranslated strings, 5 Latin words)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Untranslation,Untranslation;Truncation,True,True,WEAK_EVIDENCE,0.004,0.0,2.0,1.0,NO_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.6,1,0,0,STRONG_EVIDENCE,0.45,2,5,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.45,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 0.996) driven by Preserved User-Facing English Lexicon (2 untranslated strings, 5 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.650). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
107,Vault,Vault-13,CSY,Untranslation,Overlapping,Untranslation;Misalignment,False,1.0,"Geometric Boundary Collision (3360px² overlap area, 120.0px intrusion)",Misalignment;Overlapping;Untranslation;Truncation;Repeated hotkey,Overlapping,Overlapping;Untranslation,False,True,STRONG_EVIDENCE,1.0,230.0,115.0,0.0,STRONG_EVIDENCE,1.0,3360,120,15,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.5,2,6,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.5,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Overlapping generated higher continuous specificity (1.0) than Untranslation (0.5).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Overlapping (strength: 1.000) driven by Geometric Boundary Collision (3360px² overlap area, 120.0px intrusion). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 2: Structural column grid break outranks downstream viewport edge clipping. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Misalignment (strength: 0.650). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
108,Vault,Vault-15,DEU,Untranslation,Untranslation,,False,0.808,"Preserved User-Facing English Lexicon (2 untranslated strings, 2 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,True,True,WEAK_EVIDENCE,0.01,1.0,3.16,1.0,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.3,2,2,1,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.3,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 0.808) driven by Preserved User-Facing English Lexicon (2 untranslated strings, 2 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
109,Vault,Vault-16,HUN,Untranslation,Misalignment,Truncation;Untranslation,False,1.0,"Structural Column Grid Break (127.0px anchor break, 145.9px residual drift)",Truncation;Misalignment;Untranslation;Overlapping;Repeated hotkey,Misalignment,Misalignment;Truncation,False,True,MODERATE_EVIDENCE,0.856,127.0,145.89,0.175,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,4,0,0,STRONG_EVIDENCE,0.3,1,4,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.3,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Misalignment generated higher continuous specificity (1.0) than Untranslation (0.3).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Misalignment (strength: 1.000) driven by Structural Column Grid Break (127.0px anchor break, 145.9px residual drift). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 1.000), Untranslation (strength: 0.417). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
110,Vault,Vault-19,KOR,Untranslation,Truncation,Misalignment;Untranslation;Overlapping,False,0.9,"Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 0px overflow)",Overlapping;Misalignment;Truncation;Untranslation;Repeated hotkey,Truncation,Truncation;Misalignment,False,True,STRONG_EVIDENCE,0.72,103.0,101.18,0.474,STRONG_EVIDENCE,1.0,1666,304,20,STRONG_EVIDENCE,0.6,1,0,0,STRONG_EVIDENCE,0.5,3,4,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.5,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (0.9) than Untranslation (0.5).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 0.900) driven by Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Misalignment (strength: 0.820), Untranslation (strength: 0.750), Overlapping (strength: 0.433). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
111,Vault,Vault-22,CHS,Untranslation,Untranslation,,False,1.0,"Preserved User-Facing English Lexicon (8 untranslated strings, 10 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,True,True,MODERATE_EVIDENCE,0.337,50.0,50.99,0.536,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,8,10,1,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (8 untranslated strings, 10 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
112,Vault,Vault-25,CSY,Untranslation,Untranslation,,False,0.933,"Preserved User-Facing English Lexicon (2 untranslated strings, 4 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,True,True,NO_EVIDENCE,0.036,0.0,0.0,0.0,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.4,2,4,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.4,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Untranslation (strength: 0.933) driven by Preserved User-Facing English Lexicon (2 untranslated strings, 4 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
113,Vault,Vault-30,JPN,Untranslation,Truncation,Untranslation,False,0.65,"Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 0px overflow)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Truncation,Truncation;Untranslation,False,True,NO_EVIDENCE,0.1,0.0,0.0,-0.002,NO_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.6,1,0,0,STRONG_EVIDENCE,0.2,1,2,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.2,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Truncation generated higher continuous specificity (0.65) than Untranslation (0.2).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Truncation (strength: 0.650) driven by Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 0.642). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
